post_text,label
Do you have a gifted #child?,1
The problem with being #gifted #children: http://t.co/08DcmNEAiB,1
How did you handle your #divorce?,1
Mantras divorcing parties should follow? #relationships http://t.co/VZxTGtmBQy,1
Have you heard of age related decline? #aging,1
#Depression is not a normal part of aging: http://t.co/D6gfYsCvVb,1
Do you friends understand #mental health issues?,1
When friends don’t understand your mental health? #relationships http://t.co/VTuPZDxrl7,1
Did you know that a death can cause #PTSD symptoms?,1
#Trauma after stillbirth: http://t.co/Ene1DgDOOg,1
When did you realize that the lies were actually #delusions?,1
More than #delusions: http://t.co/yOHn43gwvy,1
What would happen if you friends found out that you’re in #recovery?,1
A recovering #addicts experience: http://t.co/FuZKx3RoTZ,1
Have you ever noticed a co-worker high on the job? #addiction,1
How to handle employee #addiction: http://t.co/84QLoJmTMb,1
How would you know if your spouse is a #narcissist?,1
I fell in love  with a #narcissist: http://t.co/sRLtRufedT,1
I fell in love  with a #narcissist: http://t.co/sRLtRufedT,1
How does #mental #illness impact your life?,1
The impact of #mental #illness: http://t.co/bbd6b94fSq,1
How is the #communication with your spouse?,1
Your partner can’t read your mind: #relationships http://t.co/03whxfBVZg,1
Do you remember #daydreaming is school?,1
Teach #kids to daydream? http://t.co/OvMVqllEVk,1
Can you tell if when you are feeling #anxious as opposed to #depressed?,1
#Anxious and depressed: http://t.co/A1GtMuOPO4,1
How long do your #panic attacks last?,1
Have you ever been #assessed for a mental illness?,1
Brief #mental #health check ups: http://t.co/HTtmShbJWP,1
Do you know any one diagnosed with #dysthymia?,1
Famous figures and mental illness: #mentalillness http://t.co/RAF3ka0cV1,1
Have you ever been #discriminated against?,1
Is it you or is it #racist: http://t.co/1TQ0y3XM4a,1
Has #resentment every got the best of you?,1
Tackling feelings of #resentment? http://t.co/xNxLFT0YIa,1
What are your thoughts about #hypnosis?,1
Is #hypnosis safe? http://t.co/7UC4Inuy7D,1
Have you every been distracted by voices in your head? #hallucinations,1
When did you stop sleeping with the light on? #fear #anxiety,1
Are you #afraid of the dark? http://t.co/LG2Q0EbTGB,1
Do you think your treatment for #depression is working?,1
Significant undertreatment of #depression: http://t.co/2zoFGUE7Jf,1
How does #OCD impact your daily routine?,1
Overcoming #OCD: http://t.co/pQqXIOLUq1,1
What medications are work best for your #bipolar symptoms?,1
#Bipolar advantage: http://t.co/RkjfcDGGmg,1
How to tell if your boss is a #bully? http://t.co/ZkdbiUZx1D,1
"Beyond concussions, improving #emotional health of athletes? http://t.co/cL4PGxTuIv",1
#Bariatric surgery increases risk of #suicide? http://t.co/tM6Pjsu0x8,1
Reducing separation #anxiety in preschoolers? http://t.co/fuXD5po4Kw,1
What is #trichotillomania? http://t.co/4pW4BPurBp,1
#Married people should have better #sex? http://t.co/4e3zJV62xo,1
How have you avoided #cheating? http://t.co/ZMpINlgQng,1
#Runner’s high like #marijuana high? http://t.co/DxOgxyuDRP,1
What’s #wrong with me: #women http://t.co/3vslooiONq,1
#Bullied about  breastfeeding? http://t.co/HfjMtp21da,1
The dark side of prescription #drugs: http://t.co/y50LCNJ5O6,1
What do you know about #narcolepsy? http://t.co/0whcq5LL17,1
Mass #killers rely on past perpetrators: http://t.co/i9heuemW2z,1
#Relationships and conquering fear? http://t.co/TymVhlASwn,1
What is emotional and psychological #trauma? http://t.co/ERLn5WDGxV,1
#Alcoholism is a subtle foe http://t.co/JNGWbUaCs0,1
Parents influence #teens decisions about drunk driving? http://t.co/pEHD5UhHSX,1
Myths that undermine #addiction #recovery? http://t.co/pQJjKIRxhO,1
Is adult ADHD  linked to #addiction? http://t.co/lplmBkjiKC,1
How #spirituality can help you beat #addiction? http://t.co/CovBO6TghT,1
#Teens who died after hypnosis? http://t.co/ezbf2Skany,1
What’s it like to date someone with #bipolar disorder? http://t.co/Kgj5Pt2uKi,1
How do you take care of yourself at #work? #selfcare http://t.co/EdqfPI2u6o,1
#College kids and #alcohol: http://t.co/ePL4MtqnHt,1
Have you ever suffered from low #self #esteem? http://t.co/fy4OSNogQu,1
How informed are you about psychiatric #medications? http://t.co/PGTubv61uX,1
What are the treatment options for someone who has #anorexia? http://t.co/4nGbqePZtP,1
Are you disciplined enough to practice daily #mindfulness? http://t.co/x7vojENMGS,1
What things can you do to raise a competent #child? http://t.co/KqKcILqDoa,1
What have tried in an attempt to quit #smoking? #nicotine http://t.co/MHnRtWiCU9,1
How does #caffeine #addiction look? http://t.co/gN0mr6OuDk,1
Do you know the signs of bad #childcare http://t.co/YPzgbEP7Mw,1
How would you handle a #panic #attack? #anxiety http://t.co/pX2jVcRKHi,1
Is there a difference between low mood and #depression? http://t.co/9dR2Bkz5b2,1
What are the chances that #anxiety sufferers may just be too smart? http://t.co/CQgZQqt8jv,1
How could you be supportive if your #teen was #bullied? http://t.co/AYbx85ycZy,1
What methods do you use to #calm yourself when you’re #anxious? http://t.co/xnIPo53JJT,1
How often do you see others practicing #mindfulness? http://t.co/u9bXzvXmzq,1
"On October 8th, 2014 I was diagnosed with depression. It's a very serious thing, but I still choose to hide it behind my fake smiles.",1
"Life is just an endless labyrinth of pain and sorrow that we walk through trying to find happiness. For me, happiness is impossible to gain.",1
RT @hclark39: I've been laughing for far too long http://t.co/R8QvNH3Nu8,1
"@Averi_xoxo aww, how sweet",1
@Averi_xoxo stalking me at work,1
"You guys gotta show me how to get so many followers, I want to be like the cool kids.",1
@KendallAllen08 so true,1
"Man, I love school.",1
"@Bungie Was I in the first 10 groups to beat the entire Hard Crota Raid? GT: Risen Impulse 
I would really appreciate it if I could be told.",1
@Bungie Was that supposed to be hard? GT: Risen Impulse,1
@Bungie We had Crota low and then he went enraged without warning.,1
@XboxSupport1 why is the friend's list acting up?,1
@aleahgarner_ @noahshack where*,1
Are you guys even trying to fix these friend's list errors?,1
RT @MeninistTweet: Girls need to understand this http://t.co/zuN8IabZNX,1
"RT @ACookseyMusic: This is Alex, she is with hospice. She wants to meet @taylorswift13 as one of her wishes. #taylormeetalex  Please RT htt…",1
I have officially decided to start working out.,1
The friend's list is still needed up. What do I do?,1
I can't click on my friend's profiles. An error pops up and says try again later.,1
"Watch my stream and follow on twitch! 
http://t.co/igb12k9InI",1
"@aleahgarner_ lucky, I want a biscuit...",1
@aleahgarner_ @mnchish @megancornwall28 @Averi_xoxo Girls are so weird...,1
Exam week is so much fun...,1
@aleahgarner_ daltonlikespancakes,1
@aleahgarner_ @megancornwall28 then there's Jonathan,1
I'm working tonight from 5-9 :/,1
@BrionnaHillxoxo She wasn't ready... http://t.co/onYP3MNvXi,1
At sagebrush with @BrionnaHillxoxo,1
"Lol, another loser.",1
"I found out that I'm diagnosed with severe Limbic Dysfunction.. in other words, depression.",1
Just got to the doctors.. makes me feel all weird.,1
I have another doctor appointment at 11:30. Bums me out..:(,1
I think I'd die if @STWtweets went to Warped Tour this year.! I think I'd cry. ^-^,1
The most epic chip I have ever pulled out of a Lays chip bag!^-^ http://t.co/qAVY0dd6iC,1
Hardcore cleaning!:D Wooo! http://t.co/WrxNsNAt2B,1
It takes my bus driver 20 minutes to come pick me up from school.-_- Bitch please.,1
Good morning everyone!:) I have to go to school today. Blah! Well have a nice day.:D,1
I like to hide in the light section at Lowes. Don't judge me.^-^ http://t.co/MKHo6evOuc,1
@Chloe_Roknich tell me about it!XD I just wanna pee!:3,1
I really hope I can go to Warped this year!:( #fingerscrossed http://t.co/zDVg6ihAfy,1
@Chloe_Roknich I like it a whole bunch!:3,1
"I don't know about you, but music is pretty important in my life:3 http://t.co/ks9dEiRCHL",1
"@Chloe_Roknich ... if you don't listen to this song I'll explode. Do it! Do it now! http://t.co/2RKmzdGQtr""",1
"~She lives in a fairytale, somewhere to far for us to find. Forgotten the taste and smile of a world… http://t.co/wjC3aEhXBa",1
"Last night my ""friend"" posts this picture with hideous a spider on instagram. She said it would lay eggs in my lungs. http://t.co/oIt4WaHYgw",1
"~When the rich wage war, its the poor who die. http://t.co/4wLH7MFNYW",1
"I love all kinds of bands, and not just for their singer/hottest member. I love them for them. because they're all amazing and beautiful.^-^",1
I have a doctors appointment to get my meds.^-^ I don't feel like a crazy person at all!:),1
Good morning!:) I hope its gonna be a nice day.:D,1
Oh gosh! All these fantastic new bands are getting me excited!:D but goodnight.!:3,1
@STWtweets I most definitely will!:D,1
RT @STWtweets: @AliciaSherrelle If you could give us a second of your time and check us out it'd be awesome! we won't disappoint! http://t.…,1
@STWtweets oh my gosh. This song is amazing!:D,1
This song though!:D I love the music video!:3 #SWS #PTV http://t.co/okWcqi0aFb,1
"RT @copequinn: I suspect they just want attention, so haters will no longer even be recognized. Have fun wasting your time ✌😊",1
Aren't I so purrdy!^-^ http://t.co/Sil8m69CK2,1
I just want all my favorite bands to know that you're all so special to me! I adore all of you're music!:D it gives me so much hope.!:),1
"I'm jamming out to my favorite bands, thinking about the meanings of life.^-^ #SWS #AA #OM&amp;M #PTV #ADTR BVB #BMTH #FIR",1
"@a__twat, I voiced my opinion as well so if you don't like what I say or what I do I suggest that you either don't respond or suck it up.;)",1
@a__twat why would you just out and hate on someone? I'm pretty sure he didn't do anything to you..,1
Good morning!:) have a beautiful day!:) http://t.co/vO80kbUZIL,1
Goodnight Twitter!:) I love you all!&lt;3 sweet dreams.,1
@Chloe_Roknich I'm just really excited for summer. I miss my friends. You're the greatest friend to have. I love you so much.,1
"""@a__twat: Tbh, kellin isn't really THAT hot"" Uhmm.. no one asked you..-_-",1
That unhealthy obsession I told you about? Well this is my favorite wizard in Harry Potter. Bellatrix Lestrange! http://t.co/r36V8vqT63,1
So I have this unhealthy obsession with Harry Potter.. Don't judge me.. Okay? http://t.co/J8u5VeGZIo,1
@Chloe_Roknichpsh!^-^ I know:3,1
@Chloe_Roknich and I tryed on pretty dresses!:3 http://t.co/IHtrXB2HSc,1
Yes. Just yes. @AfuckingA @BenAfuckingA @thedannyworsnop @JamesAfuckingA @samAfuckingA @camAfuckingA http://t.co/K0GYL1b9Yy,1
@Chloe_Roknich we definitely do!:) Sylvester and Yayo swag!;) http://t.co/5Bv3yXCeQw,1
"@Chloe_Roknich Good morning, friend!:D would you like some coffee?:)",1
Good morning!:D I just woke up and I'm ready for an amazing day!:) #sunny #coffe #sohappy,1
Good night Twitter:) #goodnight #sleep #sotired,1
Speaking in my most believeable britsh accent!^-^ #Britishaccent #how #lovely,1
@Chloe_Roknich whatever.,1
@Chloe_Roknich I will:) I'll like you a lot!:3,1
@Chloe_Roknich Ooooo! I'm telling!,1
"~ I'm going away for a while.
But I'll be back Don't try to follow me, 'Cause I'll return as soon as possible. #paramore #misguidedghosts",1
@Chloe_Roknich I'll throw all you're cookies away..,1
@Chloe_Roknich what.. what is this? Is this you're tweet to me? No. Just no.,1
@Chloe_Roknich oh snip!:3,1
I'm staring at you:3 @Chloe_Roknich,1
@Chloe_Roknich lies!c:,1
I love you lady!:) @Chloe_Roknich,1
I love you lady!:) @Chloe_Roknich,1
@BenBuckwalter i was diagnosed with both depression and anxiety after i was admitted to a mental hospital last year ;-;,1
"RT @jeyyounit11: Retweet for a DM 💜 
Like for magic 🌈 https://t.co/KGj7jnzkPC",1
"RT @OfficialBradlee: RT if notifications are on for a sexy selfie DM ;)

I'll be checking!! https://t.co/m4WuSaDTwb",1
"@JordanSweeto i hope whatever is bothering you gets solved.  I love you,  keep your chin up and smile.  Smiles look adorable on you",1
@BenBuckwalter i would!,1
@BenBuckwalter i feel like that wont ever happen to me because i don't deserve it.,1
"@BryanStars I love you,  you're amazing. You're an important person in my life even if i don't know you personally. ❤",1
@BenBuckwalter me! I volunteer!,1
I'm getting tired of your shit. Fuck you ✌,1
@deefizzy you're amazing. Your not obnoxious your just being you. Which makes you so much more amazing. I love you. Keep your head up 😄❤💙💚💜💛,1
"@Stevoptweets congrats on being an inspiration to people for ten years, you're such an awesome potato. Keep doing what makes you happy love💜",1
"@BenBuckwalter people tend to ask me how i can miss someone i dont know, and i reply with i miss how they make me feel. You make me happy. 💙",1
@BenBuckwalter being noticed by you makes me feel special 😌,1
@BenBuckwalter I'm up 😙💙💚,1
"@BenBuckwalter I love you so much, you're amazing. I hope everything is going perfectly in your life. You have am amazing smile.  Be happy💚💙",1
@BenBuckwalter I miss your tweets i understand your probably busynor something but I miss your tweets and snaps. Come back soon 😔,1
@HeyThereImShan I love you https://t.co/pglaTZ55vl,1
"@Stevoptweets you're so amazing. Your tweets make me happy, as do your videos. I will always support your decisions and stuff. I love you ❤😄",1
"@Stevoptweets you replied to me. Im a fan. You are busy, thats understandable. People are ignorant. Ignore them. I lov3 you be happy &amp; smile",1
"I'm just a below average girl with an amazing music taste and awesome hair. Jk i suck, and i fail at life. 😂😭😔 i love you whoever read this❤",1
@Stevoptweets i dunno. I dont see anything good about me. I'm just a below average person with an above average music taste.,1
@Stevoptweets this made my night so much better. I wish it was true. But its not..,1
"RT @OfficialBradlee: RT if you like the cover :) Ill follow and DM some of you too!

Love you guys!!

https://t.co/DhDtHXvuEp",1
"@BenBuckwalter a lot of my ""friends"" have done that to me. I barely trust anyone anymore. I would love to be friends with you thougj :3 😌❤❤",1
@BenBuckwalter i would love to cuddle with you 😌😙,1
"RT @BryanStars: Hey everyone I posted a new Warped Tour VLOG where we invade Chicago and try to stalk Never Shout Never! Enjoy :D

https://…",1
@BenBuckwalter Honestly i feel that way right now. I cant even explain it... It sucks....,1
@JohnnieGuilbert I'm being a lazy teenager.  Basically I'm just being myself.  I'm a very dull person lol. You're amazing!,1
@BenBuckwalter i would love to. Old fashioned dates are the best.,1
@HeyThereImShan i dunno whats wrong but i want you to know i love you &amp; you should smile. Dont let assholes get you down. Please feel better,1
"RT @BryanStars: Hey guys I just posted a new @VansWarpedTour VLOG featuring Asking Alexandria, DeeFizzy, Jordan, Johnnie and more!

https:/…",1
I have an announcement to make! Pants were created by lucifer Seriously though pants fucking suck&amp;i hate them. I never wanna wear them again,1
@diegosaurs_ that's adorable.  I would do that.  But yeah so cute!,1
@JohnnieGuilbert i know the feeling. Its 4:30 here and i still cant sleep. I love you and hope you can get some rest hon.,1
@JordanSweeto currently fangirling so hard right now. I love you so much gah you're amazing!!,1
"@JordanSweeto i love you so much right now. Kingdom Hearts is a great game, and Hikaru Utada is a great singer.",1
I love October. I love the scary movies and halloween. I love autumn. 🍊👻💀❤❤❤,1
"I just want people to listen and to care. But i dont get that. No one listens to me, no one cares.. i just want you to know, i love you all.",1
"@KyleDavidHall i don't personally know you, but i put you first. You're an amazing person and you deserve to always be put first. I love you",1
@KyleDavidHall you can talk to me anytime c:,1
After I lost my mom in 2012 I was in a deep depression.. In March of 2913 I was diagnosed with pre… http://t.co/6EwRcMWtmq,1
Workout today.. My Heart rate monitor I think flat lined! Been acting up lately and thought it just… http://t.co/tWWJU2tbNQ,1
I'm doing BODY BEAST™ - Build: Chest/Tris in Team Beachbody's SuperGym. Join Me! Go to  http://t.co/gPaLPBlUEV,1
I'm doing  INSANITY MAX:30™ - Cardio Challenge in Team Beachbody's SuperGym. Join Me! Go to  http://t.co/gPaLPBDw3v,1
"When starting on a fitness and healthy living journey you have to not only train your body, but your… http://t.co/2qy0n9dWGs",1
Morning motivation ❤️ http://t.co/WhKocfUrsR,1
"It's all a mind game! In our society we see all these beautiful skinny people on the screen, then we… http://t.co/X1KnQBLKfe",1
Great workout to get the Heart pumping!! Now to tackle 10 hours of work! Happy Saturday all❤️ #max30… http://t.co/bPqj0b3HJW,1
I'm doing BODY BEAST™ - Lucky 7 in Team Beachbody's SuperGym. Join Me! Go to  http://t.co/gPaLPBlUEV,1
I'm doing  INSANITY MAX:30™ - Tabata Strength in Team Beachbody's SuperGym. Join Me! Go to  http://t.co/gPaLPBDw3v,1
Baby it's cold outside!! But the princess is warm and toasty❤️🐺 #furbaby http://t.co/GkaFHnx6lv,1
My kids healthy breakfast and the princess trying to be sneaky and hoping one drops😉 #notsohealthy… http://t.co/XQJ70ippab,1
It's a proven fact so get out and just do it! 😉 #fitness #workout #eatclean #healthylife #beawesome http://t.co/UWvWXJP7Yk,1
Be careful if you hit the gym today.. Don't make eye contact😂😂 #fitness #workout #healthylife #funny… http://t.co/cCQvgZTPWK,1
Happy Valentines day from the Valentine Scrooge! Don't eat too much candy today😉 http://t.co/xHVUOGgKdI,1
Morning motivation ❤️ http://t.co/jqJCNWPoOB,1
RT @Inspire_Us: It isn't sufficient just to want - you've got to ask yourself what you are going to do to get the things you want. - Richar…,1
Watch out ladies he's a Mac daddy😊 #mybaby #lovehim http://t.co/MCsoVW630s,1
What a life!! She's such a good girl❤️ and def a daddy's girl!! #queenannie http://t.co/rDwIsKK9bM,1
The man in all star weekend!! Support him in the dunk contest! He is donating money to cancer… http://t.co/520mMUqc3U,1
Korie and his Mike❤️ #timehop http://t.co/6uu97EJLen,1
"Ever wish you could go back in time? This was the last time my mom was out having a good time, a… http://t.co/z0ethllJku",1
"Its Valentines Weekend what are you getting?? Why not give a gift of love, health and fitness?? Get a… http://t.co/isGSCfq5x5",1
Here is my Valentine❤️ thekingbub #mybaby #truelove http://t.co/zcyqoP7Z7i,1
Just remember Rome wasn't built in a day! #fitness #focus #healthylife #getfitandhealthy http://t.co/oA0XP3TVGM,1
Ok so I had to share this!! I just very well be in love with hot ass man!!! I just started listening… http://t.co/CAOTlAMIOb,1
Friday fitness funny😂 #fitness #funny #getfitandhealthy http://t.co/LJXKuhUxQh,1
Remember how it feels to be out of shape and tired next time you don't feel like working out or eating… http://t.co/M7tGmWM0bQ,1
Morning motivation ❤️ http://t.co/4cvv2mkr2d,1
"Had today scheduled as my rest day, but had a long day and needed a little stress reliever! So made it… http://t.co/bUQoB3qhLy",1
"To those who say ""I don't have time to workout"" I say if I have time anyone does!! I work 45-55 hours… http://t.co/n9MU8iJccW",1
Morning motivation ❤️ http://t.co/IVUuqnefEt,1
Great workout today! Great sweat!! Did you get your sweat on? Happy hump day!! #max30 #imaxedout… http://t.co/DTVzfdzrwU,1
"Enjoying some tropical flavor today on this dreary cold day!! Strawberry shakeology, mango, OJ, and a… http://t.co/mDAWbfJXz2",1
Go to  http://t.co/gPaLPBDw3v,1
I'm doing  INSANITY MAX:30™ - Sweat Intervals in Team Beachbody's SuperGym. Join Me! Go to  http://t.co/gPaLPBDw3v,1
"Want to get amazing results in just 21 days, with great workouts and a structured eating plan with… http://t.co/W3lpt4nlFu",1
Morning motivation ❤️ http://t.co/3LxAkyIV4t,1
"Learn the true value of being fit and healthy! It increases your energy, you sleep better, mental… http://t.co/TVQoMPduv3",1
My pretty queen💛 http://t.co/Xa7WIucH23,1
Great workout today!! Did you get your sweat on?? #max30 #maxedout #fitness #workout #pushplay… http://t.co/gNDIeGYUKd,1
I'm doing  INSANITY MAX:30™ - Tabata Strength in Team Beachbody's SuperGym. Join Me! Go to  http://t.co/gPaLPBDw3v,1
Refresh is done!!! Lost 6lbs and an inch and half off my waist!!! Better yet I feel amazing!! Are you… http://t.co/bitYpnMp96,1
"My fitbit #Fitstats_en_US for 2/09/2015: 11,996 steps and 5.3 miles traveled. http://t.co/7bAKbPO4hi",1
Two for Tuesday motivation ❤️ http://t.co/hTzpClcITy,1
Morning motivation ❤️ http://t.co/DB51XbVsSQ,1
Refresh complete! Can't wait to see my results tomorrow morning! #refresh #detox #loseweight #healthylife http://t.co/JMiuGnOvqu,1
Good health starts from the inside out! Without good mental health you can't truly enjoy the reward in… http://t.co/rdgJJp6H9F,1
Three day refresh is almost complete! I am feeling amazing!! I got on the scale this morning just to… http://t.co/ZGubNzTQ7l,1
"Last day of Refresh, modified the cardio challenge some, upper fix and bicep and back work! Great… http://t.co/6EIZywNDBP",1
Go to  http://t.co/gPaLPBlUEV,1
I'm doing  INSANITY MAX:30™ - Cardio Challenge in Team Beachbody's SuperGym. Join Me! Go to  http://t.co/gPaLPBDw3v,1
Three simple rules for lifelong health and happiness.. It's Monday now go workout! #healthylife… http://t.co/0KddNFuzSD,1
Why do I love Shakeology? It's simple!! #shakeology #healthy #eatclean #feelgreat #healthylife http://t.co/TsfZHONcIs,1
Daily fitness quote... If you haven't yet make that commitment! And if you have mad it keep kicking… http://t.co/u7JbLJS1tA,1
I love these two.. And how fast they are growing makes me sad😞 #timehop http://t.co/cRqiFhll3e,1
Morning motivation ❤️ http://t.co/KvIcnCrzME,1
Day two of 3 day refresh complete! Feeling great! One more day can't wait to see my results. And I… http://t.co/URUzawhjhf,1
Great workout today.. Used the modifier to save energy since my calories are limited with my refresh.… http://t.co/Ay4aWAVcbE,1
I'm doing #TurboFire - Fire 60 Class in Team Beachbody's SuperGym. Join Me! Go to  http://t.co/gPaLPBlUEV,1
I'm doing #TurboFire - Fire 60 Class in Team Beachbody's SuperGym. Join Me! Go to  http://t.co/gPaLPBDw3v,1
I love my time hop is filled with workouts and motivation. It's great to know I'm staying strong and… http://t.co/eYFKfev9GP,1
What are you waiting for? There is no time like the present! 😉 #workinprogress #healthy #goals… http://t.co/vCwCXnhIYo,1
Good morning!! Day two of my refresh and I'm feeling great! Had a slight headache yesterday but didn't… http://t.co/I1nBlNO5jE,1
Morning motivation ❤️ http://t.co/yZ8nQKovVv,1
My monthly personal development book... Just started and so far it's great! In the very first chapter… http://t.co/C5Cjr60w58,1
No matter what happens in life and what gets thrown my way I know that when I look at this face that… http://t.co/tCOP32YsT5,1
Make sure you watch what's in your food and drinks!! 😳 #healthylife #cleaneating http://t.co/AbuaoWFu6A,1
Workout complete.. Last week was a bad week for me workout wise.. Had a ton of stuff going on… http://t.co/0LFLIt9caG,1
Go to  http://t.co/gPaLPBlUEV,1
Have felt a bit off the last few days and ate horrible! Woke up today and decided that was going to… http://t.co/pbPrZKRZsz,1
Morning motivation ❤️ http://t.co/PdT85T8hL8,1
"I have a free accountability group full of motivation, support, meal plans and a few prizes.. Need… http://t.co/Ec1IrX3Wbu",1
"So true! I always worked out. I never really focused on ""fitness"", working out is one thing but if… http://t.co/76aA49ffU7",1
Friday fitness funny😂 #fitness #funny #workout #fitmomma #fitandhealthy http://t.co/O3ondFGL0h,1
Morning motivation ❤️ http://t.co/BLSzE4gV2N,1
Morning motivation ❤️ http://t.co/aBYCBZKTUZ,1
Got up and got it early! #max30 #maxedout #fitness #workout http://t.co/CBwfvXWQL2,1
"When something comes in front of your path you have two options. Give up, or move past it and don't… http://t.co/ziNye4RNlu",1
Can you say spoiled??? ❤️🐺😊 #furbaby #princess #spoiled http://t.co/54O0BypblM,1
Oh how this would make my day more enjoyable and easier to tolerate the public😉 #retailsucks http://t.co/hAXkzfuZm2,1
Morning motivation ❤️ http://t.co/LcIIbD7VcS,1
Want to get Extreme with the newest workout from Team Beachbody and Autumn Calabrese? Great new… http://t.co/7Pcw8h7nyU,1
"Goals.... Set them every week, they are a good week to keep you focused and moving forward. Set small… http://t.co/OcfZqyaE1a",1
"I'm not where I want to be, but I'm proud of what I have accomplished! At 42 I am happier and… http://t.co/9PXy2nAmJr",1
Went to the gym today for the first time in forever!! Wanted to kill my legs.. Mission accomplished!… http://t.co/ubX2jlHpFi,1
Here in about a month we are going to be back watching vicoladipo cant wait!! #hoosiernation #oladipo… http://t.co/A3lLO1SXwz,1
Two for Tuesday motivation ❤️❤️ http://t.co/0N8iDp5apj,1
Morning motivation ❤️ http://t.co/5UNPz6rSwp,1
Always be a champion ❤️ http://t.co/jmi40t0vFL,1
It's here!!! Newest workout from Autumn and Team Beachbody! Get extreme with this months challenge… http://t.co/YF8tuA4sFx,1
"If you see yourself wanting to give up or get off track, take a few minutes and make time to recommit… http://t.co/Dtgn8qMllr",1
Preparation is key for me and my crazy work schedule!! Got the goods for lunch and dinner and off to… http://t.co/mXDgpuqHz0,1
"Monday's workout fueled by E&amp;E, also did chest and tri weight training.. Had to do some Turbo in honor… http://t.co/MiOJ6HH6j6",1
Friday fight in the books!! Took my E&amp;E today and felt great went as far as those damn burpee lunges😉… http://t.co/ihHJrpTtFA,1
Rule #1 when living a fit healthy lifestyle.. Never miss a Monday workout!! Today I challenge you to… http://t.co/3arYDlmxUh,1
I'm doing  INSANITY MAX:30™ - Friday Fight: Round 1 in Team Beachbody's SuperGym. Join Me! Go to  http://t.co/wA4k6PZNXo,1
Morning motivation ❤️ http://t.co/7XTIg0H1bZ,1
Cleaning house and I walk in and see the princess lounging keeping warm😂🐺❤️ #furbaby #princess #spoiled http://t.co/7hbNTXhZKl,1
"Don't forget we are all beautiful and individuals.  Don't ever want to be like someone else, be you… http://t.co/ZBeZEQstkL",1
"It's mind over matter when it comes to getting fit and healthy! No one cares if you workout, no one… http://t.co/BOqueUD1WH",1
Morning motivation ❤️ http://t.co/cissVudylU,1
Was trying to catch up on my social media and my princess was not having it! She wanted some… http://t.co/GvrENqHrxM,1
Properly fueled ready to take on the snow crazies😜😜 #healthiestmealoftheday #shakeology… http://t.co/kzbRJ9V1Gx,1
Morning motivation ❤️ http://t.co/ZrZrlNBKto,1
"Don't limit your eating! Eat healthy, whole, clean food and see how amazing your body is supposed to… http://t.co/7dvoDZQ2cC",1
thekingbub doing what he do... Saturday school.. Gonna be a lot more of these if we get this stupid… http://t.co/4gRZ0EMs7Z,1
"Stop relying on quick fixes and learn to rely on yourself!! No pill, drink, or fad diet will get you… http://t.co/bJl8Z8XafO",1
Friday fitness funny😂 #fitness #funny #fun #healthylife http://t.co/0Sg4bKB89U,1
Morning motivation ❤️ http://t.co/BT7tqdAXkZ,1
Needed a little change today! Had a long stressful day at work and knew Chalene and some Fire would… http://t.co/gaaCrs9FGj,1
I'm doing #TurboFire - Fire 45 EZ Class in Team Beachbody's SuperGym. Join Me! Go to  http://t.co/wA4k6PZNXo,1
What you put into your body is what you get out of it! If you want to see results you have to get real… http://t.co/YGMG6XkHlB,1
Sitting on my lunch and the one and only Motley Crüe comes on and can't help but smile! Makes me think… http://t.co/eboMXso3Hr,1
❤️❤️ be kind and live on another!! http://t.co/yeo71Ixd5J,1
What kind of lifestyle do you lead?? http://t.co/XmPruDsMQW,1
Morning motivation ❤️ http://t.co/0MU8r6VvNv,1
Love this!! ❤️ to be successful at anything you have to be dedicated even when you don't feel like it!… http://t.co/0eo9bAn0tM,1
Who needs slippers when I have this cuteness keeping my feet warm❤️🐺 http://t.co/7WLD9aGX2s,1
"Always remember anything worth having takes time, hard work, and effort! If you want it bad enough you… http://t.co/KsRWMryr8T",1
Morning motivation❤️ http://t.co/z7dHM3mbwU,1
Just started week three and I am absolutely love this program!!! I have a huge crush on Shaun T and I… http://t.co/WBWsiKiS4a,1
First time doing Tabata Strength and man it's a killer!!! Pushed through and got an awesome workout!… http://t.co/hbCJ7lKBct,1
Go to  http://t.co/wA4k6PZNXo,1
I'm doing  INSANITY MAX:30™ - Tabata Strength in Team Beachbody's SuperGym. Join Me! Go to  http://t.co/wA4k6PZNXo,1
"Word for the day is sore!! Got to push play today despite the soreness! I am working on a better,… http://t.co/uugdxECiTk",1
Saw this and had to repost! With all the hate and negativity in the world today when someone finds… http://t.co/aArS6yGUsq,1
Two for Tuesday Motivation❤️ http://t.co/MTHGGHKiQx,1
Morning Motivation❤️ http://t.co/Est82L6gw9,1
Make sure that you take time every day to do something for you!! With the craziness that is life… http://t.co/0K8nx4Rvng,1
"Great workout today! Great stress reliver! Worked my boots off, and increased my Max out time by 6:00… http://t.co/uGFt1sIhR9",1
Go to  http://t.co/wA4k6PZNXo,1
I'm doing  INSANITY MAX:30™ - MAX OUT ABS in Team Beachbody's SuperGym. Join Me! Go to  http://t.co/wA4k6PZNXo,1
I'm doing  INSANITY MAX:30™ - Cardio Challenge in Team Beachbody's SuperGym. Join Me! Go to  http://t.co/wA4k6PZNXo,1
"Daily personal development, this is today's positive quote.. God is def sending me a message today! ❤️ http://t.co/Zf4zpwe0ja",1
Just wrote my last post and then checked my fit quote for the day and they go hand in hand! Also I… http://t.co/ecQsmejxaL,1
