text,label,
@0_dhanushka දුක තමා පුතී,0,
RT @GayumiKW: දුක හිතිලා වහ ටිකක් බොන්න ගියත් L කැන්ටිමේ කෝප්ප නෑ.🚶‍♀️,0,
"අපිටත් එල්ලිලා මැරෙන්න තරම් වේදනාවල් ආවා....
එ උනාට අපි   `` ගංජ´´ 
ටිකක් ගහල හිනා වෙලා
පාඩුවෙ හිටිය මිසක්
දරුනු… https://t.co/XV4qdwGENy",0,
හැමෝම මගේ ලැප්ටොප් එකට බැන්නා..මම බෙල්ල කඩා ගත්තේ එයා නිසා කියලා..එයාට ඒ දුක දරා ගන්න බැරි වෙන්න ඇති ඒකයි එය අවුරු… https://t.co/vM0VvsWg9E,0,
දුක හිතිලා වහ ටිකක් බොන්න ගියත් L කැන්ටිමේ කෝප්ප නෑ.🚶‍♀️,0,
@Asanka_u_perera එහෙනම් වහාම දුක පැත්තකින් තියලා ඩිජිටල් තිර සදහාම තියෙන කන්නාඩි කුට්ටමක් ගන්න. නැත්නම් ඇස් සවුත්තු වෙයි. 😇,0,
දුක යනු මේ රස්නෙ කාලේ ෆීල්ඩ් වැටීමයි...🤕🥲,0,
"රනිල් හැංගෙන තැන් හොයාගන්න කඳුළු ගෑස් බැටන් පොලු වැඩිකර ගන්න - මුදලිගේ ජනපතිට අභියෝගයක්
https://t.co/DHw3W3Kkop… https://t.co/D86fR7posV",0,
@IGI3249 දුක 😂,0,
@indika27 සද්ද කලොත් කම්ප්ලේන්. බිල්ඩින් හදන ඒවත් දවල්ට විතරයි දරාගන්න පුලුවන් ඩෙසිබල් ගාන තියාගෙන පයිල් ගහන ඒවා එහෙම කරන්නෙ.,0,
සදුන් අයියා පච වේගෙන එනකොට දුක අහන අයියා spiritual විදියට උඩ දාලා දෙන්න හදන්නේ.,0,
"- 2023.03.28 -
සියදිවි නසා ගැනීම පිළිබඳව වගකීම් සහිත වාර්තාකරණයක්  
සියදිවි නසා ගැනීම පිළිබඳව වගකීම් සහිත වාර්තාකරණ… https://t.co/TlIiqCuRPn",0,
"සිත දුරක ගියා ආදරේ සොයා
මුතු කඳුළු බිංදුවක් ගලා ගියා
සමු ගැන්ම වේදනාවකී ලොවේ
මේ ඉන්ද්‍රචාපයක්ද ජීවිතේ ...💔",0,
@SumanaAbeyseke1 @KMeeeaaow @DPMJayawardhan1 @SriNewspaper @Econ_Col @RenukaJRA @JustinRenuka @JKalugamage… https://t.co/f7XimUQH3J,0,
@KosPolos @JayaniFdo දුක හිතුනා 😕,1,
සජිත් අනුර දෙගොල්ලටම ජනතාව විඳින දුක පෙනෙන්නෙ නැහැ.. දැනෙන්නෙ  නැහැ.. ඒ නිසයි සමුළුවට නොගොස් එලියෙ ඉඳන් රනිල්ට දොස්… https://t.co/BDBsLS1Eg4,0,
"@AyNaGsEuL101 Real දුක,ඒක,නම්,🥲",1,
"ඛනිජ තෙල් නීතිගත සංස්ථාවේ උපවාසයක් අද හෙටම පටන් ගන්න නිසා, උන්ව එතනම මැරෙන්න අත අරින්න ඕනි.

උන් මොනව කලත්, ඛනිජ තෙ… https://t.co/c5VN194SP3",0,
"RT @Madhushanika_Ws: මල් කියන්නේම භාෂාවක්🌼💙

ආදරේ කරන කෙනෙක්ට #මලක් තෑගි කරන්න කවදාවත් අමතක කරන්නෙපා
මිනිස්සු මැරෙන්න කලින් එකම එක පාරක් හ…",0,
"RT @Madhushanika_Ws: මල් කියන්නේම භාෂාවක්🌼💙

ආදරේ කරන කෙනෙක්ට #මලක් තෑගි කරන්න කවදාවත් අමතක කරන්නෙපා
මිනිස්සු මැරෙන්න කලින් එකම එක පාරක් හ…",0,
"ඉපදී ලොවේ නවාතැන්පලේ//🎶🎵🔊
මිනිසා රඟයි රංගනේ...
බවයෙන් බවේ විරාමේ අපේ
කාලේ ටිකයි ජීවිතේ...
සිනහ කඳුළු එනවා.. යනවා...… https://t.co/l0gCV1VjmN",0,
"දුක පැවසූයෙමි අසනා කෙනෙක් නැති - පාලු නැසූයෙමි තනියට කෙනෙක් නැති 
දැවුනේ දැවුනේ පිරිසිදු සිතකින් - එකම ලඳක් වෙත පෙම් කල උමතුවෙනි... 😌",0,
වරදක් කරා නම් දඩුවම අනිවාරෙන් ලැබෙනවා.. විදවලා මැරෙන්න හරි  💔,0,
"සමහර වෙලාවට මට මන් ගැනම හේතුවක් නැතුව දුක හිතෙනවා.

 ඊටපස්සෙ දුක හිතුනට හේතුවක් හිතනවා.

හේතුවක් හිතද්දී තියෙන හේතු… https://t.co/OrHKkaJTYD",1,
"මැරෙන්න පෙර විශේෂඥ වෛද්‍යවරියක ඇතුළු හයකට ජීවිතය දුන් පින්බර දියණිය…
Read More- https://t.co/HaGli1QD6e
News And Ar… https://t.co/RHalVJWevN",0,
@shanki_thewitch ඒ උනාට මැරෙන්න එපා 🥲,0,
"මට කියන්න හැමදෙයක්ම...
හිතේ තියෙනා දුක නිවෙන්න..
හදේ ගැස්ම දැනෙනා තැනක...
මං ආසයි අහන් ඉන්න. #Sajje",0,
@TheToka920 එකපාරටම මයික් එක ගන්න එපා.. පොඩ්ඩක් බිපං. එතකොට දුක වැඩි උනාම අඩන්න උනත් පුලුවන් 😂,0,
"""RT @Pramuditha_M: ඉතින් නුඹ තව දුර ගියෝතින්
මාව අමතක නොවෙන්න​
හිත හැදෙන්නට දුක නිවෙන්නට
මටත් කවියක් ලියන්න​
මිතුරු තෙමෝ දුක සැප දෙකෙහිම සිටිතී... https://t.co/NVkTud9mPD,
""යනව නම් නුඹ ඈත දුරකට",0,
@YasiruRasanga_ දුක හිතුන,1,
@Mseciice දුක හිතෙන දේවල් මේ රෑට කියනවද?✋,0,
@malsha_induwara දුක තමයි 😂💔,0,
නෑ එක්කෝ කමක් නෑ. මෙහෙමම ඉන්නවා. නැත්නම් එයාලට දුක හිතෙයි 😕💔 https://t.co/XH1ndSRrts,0,
@zcorpion_x දුක තමා Fantasy ලෝකවල් වල දේවල් රියල් ලෝකෙට ඇප්ලයි වෙන්නේ ටික දෙනාටයි බොසා.❤️,0,
"බොරුවට මොකටද දුක හිතිලා
නූපන් හෙට දින ගැන හිතලා..",0,
දරැ දුක.https://t.co/mhsxF9F1i9 https://t.co/6mh26k4hX0,0,
@Dagaya_ @__shaaaanu මගේ දුක මමනේ දන්නේ,0,
"දුක හිතුනම
අම්මලා 
ලූනු පොතු අරිනව 
හැංගිලා ….",0,
@Dagaya_ එයාට දුක ඇති මාව දාලා ගිය එකට. අන්තිම මොහොතේ එයා මගෙන් ටිකක් ගුටි කෑවා. ඒකයි මට වාවන්නේ නැත්තේ 😒😒😒,0,
@JayaniFdo අපි තමයි දන්නෙ අපේ දුක 😂,0,
@Mseciice මමනේ දන්නේ මගේ දුක,1,
@aashinionline @NaveeSilva ඇයි දුක,0,
@JayaniFdo @DehanJ_ ඔයා දුක ගනෙපා ජෙනි පැත්තකින් තියන්න,0,
@JayaniFdo @RakzzMaduOnline දැං ඉතින් කරන්න දෙයක් නැ දුක තමයි 😂,0,
දුෂණ වලට මට නඩු දමන්න කියන ඔයා රටක අධිකරණ අමාත්‍යාංශය නීතිපති දෙපාර්තමේන්තුව පොලිසිය අල්ලස් කොමිසම විගණන කොමිසම ට්‍… https://t.co/mAh2kQiGWu,0,
@SNkathriarachch @AshanCx අක්කාගෙ reply එක දකිද්දි මට බැදලා ඉන්න අයියා ගැන දුක හිතුනා අක්කේ...😁😁,0,
"මතකයන් අවුස්සා
යළිත් මළවුන් අතරින් 
අවදිකර පණ දී තුරුලේම
හංගන් ඉද...
දුක දැනුනේම නැතිද
යලිත් මිහිදන් කළ විට",0,
"කෝ යකෝ වලිය 🥴....
ඇයි ඇයි ඇයි කියලවත් තිබ්බානං දුක නෑ බලං හිටියට අපි මෙහෙම.. 🙄
පොලීසියෙන්වත් කුදලංවත් ගියාද දන්නෑ… https://t.co/jmz5HqDDfx",0,
"RT @KOTTANOFFICIAL: රටවල් දාලා දොස්තරලා යනවා. මිනිහා සංචාරක සතෙක්. හැබැයී අපි හයිවේ වෙනුවට, සෞඛ්‍ය සේවයට මුදල් යෙදුවා නම්, පරණ ගාලු පාරේ කත…",0,
I just uploaded “#21 මට දුක නවත්වන්න ඕන” to #Vimeo: https://t.co/S1lbrG6VcW,0,
"""එක තැනක් එනවා ජීවිතේ...
කඳුළු මදියි දුක දියකරන්න.
බර වැඩියි තමන්ගෙම හිත...
උහුළගෙන ඉන්න.",0,
@iam_poor9 දුක තමයි! 🙃🤣,0,
"@ID_card_girl1 If you don't mind , i can year your ' දුක'",1,
හම්බකරන්න විදින දුක සල්ලි දන්නවනම්...,1,
"මනසින් විඳිමින් ඔය රූපේ
රිදුමන් ලෝකෙන් සඟවා
මතකෙන් අද මං මගෙ ලෝකේ
තනියෙන් ජීවත් වෙනවා
අලුතිත් පණ දුන් ඔබෙ ප්‍රේමේ… https://t.co/BzXBjfpVw2",0,
"ජීවිතං අනියතං මරණං නියතං ~ බව.
දුක ජරාව අනියත ~ බව.
ලස්සන සැමදේ මොහොතක සුවදේ එහි කෙලවර දුක දේ ~ බව
කුනුශරීරය දුගඳ ~… https://t.co/oTp0bLFL1M",0,
"කවුරුත් දන්නෙ නෑ
මහපොලොව වින්ද දුක https://t.co/paBAAFg0YF",0,
"ජීවිතය රඟමඩලක්
මිනිසුන් එක්ව
සතුටින් හිනැහෙන්න
""දඟලන""
ඇරඹුමෙත්, කෙළවරෙත්
අතරමැදත් තැවරුණු දුක
නොදැක යන 
අසරණයින්ගේ… https://t.co/6cLolLW0vy",0,
"සිහිනයෙන් ආදරය විඳින සඳ
දුක නේද නේතු පියනි ඇරුනාම
අවදි වෙන්නෙම නැතුව හැමදාම
සිහිනයක කිමිදෙන්න හිතයි මට",0,
"RT @KOTTANOFFICIAL: රටවල් දාලා දොස්තරලා යනවා. මිනිහා සංචාරක සතෙක්. හැබැයී අපි හයිවේ වෙනුවට, සෞඛ්‍ය සේවයට මුදල් යෙදුවා නම්, පරණ ගාලු පාරේ කත…",0,
"මෙහෙම හිතෙන එක සාධාරණයි
සියළුම වගකීම් වලින් මිදුනා කියන්නේ 
තමන් තනි වුණු බවම නෙවෙයිද?
තනි කමට කාන්සියට කථා කරන්නව… https://t.co/ZkewqzRSS5",0,
"රටවල් දාලා දොස්තරලා යනවා. මිනිහා සංචාරක සතෙක්. හැබැයී අපි හයිවේ වෙනුවට, සෞඛ්‍ය සේවයට මුදල් යෙදුවා නම්, පරණ ගාලු පා… https://t.co/h2F3nEI0Za",0,
"මල් මල් හැඟුමෙන් පැතුම් පිරී
සඳෙහී රන්වන් කැළුම් දිදී
ආදරෙ ලැබ ලැබ සියල් සිරී
සැරදේ පතමී දිගා සිරී
සැපසේ සුවසේ වැ… https://t.co/UQ8xdrBFqQ",0,
"RT @bakeermarkar: මේ රටේ අති බහුතරය ජනතාව වීදි බැහැල හඬනැගුවෙ තමන් මුහුණ දීලා ඉන්න දුක, වේදනාව ගැන පමණක් ම නොවේ. ඔවුන් මේ පවතින සාම්ප්‍රදා…",0,
දුක් විඳපු නැති කෙනෙක් නැති වුණාට දුක දැකපු අය අති දුර්ලභයි මිත්‍රයා ......,0,
"සඟරාවක නුඹ දුටිමි.
නිකලැල් හදවතට ලං වෙන්න
කෙහෙරැල් මදක් අහකට ගන්න
සුවඳට විතරක්ම තුරුලු වෙන්න
එපා ඔයහැටි දෑස තෙමවන්… https://t.co/c1m0io01QP",0,
@JayaniFdo හෑයියං ජෙනියක්කෙ… දුක හිතිල ඉන්න වෙලේ හිනස්සන්නෙප හුම්ම් 😒😒,0,
"RT @bakeermarkar: මේ රටේ අති බහුතරය ජනතාව වීදි බැහැල හඬනැගුවෙ තමන් මුහුණ දීලා ඉන්න දුක, වේදනාව ගැන පමණක් ම නොවේ. ඔවුන් මේ පවතින සාම්ප්‍රදා…",0,
"@iamgayash හොඳ අත්තක් හම්බවෙනකං දුක අහන්න, හොරි කසන්න , ගිනි පිඹින්න.",0,
"RT @619Sniper619Bot: පාලුව අතරින් මැවෙනා මතකය...💔
පෑරෙයි මගෙ හද ප්‍රේමය සිහිකර..💔
උණුසුම් කදුලක් දෙකබුල සිම්බට..💔
කම්නෑ මේ දුක නොතෙරෙයි ඔහු…",0,
"පාලුව අතරින් මැවෙනා මතකය...💔
පෑරෙයි මගෙ හද ප්‍රේමය සිහිකර..💔
උණුසුම් කදුලක් දෙකබුල සිම්බට..💔
කම්නෑ මේ දුක නොතෙරෙයි… https://t.co/HCJyJKG3XD",0,
"බුදුහාමුදුරුවො වැඩියා වාගෙයි
පින්බර සුවාමිනේ
දුක හිතිලද හිරගෙදරට වැඩියේ මාගේ මරණ දිනේ
මගෙ අම්මාවත් දොර‍ටුව අද්දර
හි… https://t.co/zAMBxP1HUK",0,
"මෙහෙමයි ඉතින්...
මනුස්සයෙක් දෙයක් කියවලා , හොයලා බලලා දැනගන්න , 
ඒ මනුස්සයා professor කෙනෙක් වෙන්නම ඕනි කියලා මතයක්… https://t.co/JjdIaydoYg",0,
"මේ රටේ අති බහුතරය ජනතාව වීදි බැහැල හඬනැගුවෙ තමන් මුහුණ දීලා ඉන්න දුක, වේදනාව ගැන පමණක් ම නොවේ. ඔවුන් මේ පවතින සාම්… https://t.co/cZfZWVXWO3",0,
@shanki_thewitch දුක තමයි රංජනී 🥲,0,
"කනට තෝඩු පළඳවනා
කන්පෙති කටුවෙන් විදිනා
දවසක් එන බව හැඟුණා
තාත්තාට දුක හිතුණා ❤️",1,
@aashinionline එපා එක්කෝ දුක හිතෙයි ඔයාට 🌝,0,
@aashinionline ආ ඇත්තෙයි අපි.නැතුව දුක හිතෙයි,0,
@JayaniFdo දුක නැද්ද ඔයාට 🥺,0,
@Pushpitha92Diss රියල් දුක 🥲🥲,0,
@PichchaMala ජිවිතේ ලස්සන ද කියලා අහනවට වඩා ජිවිතේ සැප සනීප දුක ගැන අහන්න නම් කියන්න පුළුවන් 🙂,0,
"While on the bus 
පැන සීමාවන් රස බලද්දී ආදරේ
පැන යනවාමයි මිරිඟුව ඔබටත් රහසේ
ඔබ කී ලෙසටම ආයේ
දුක නම් ළංවෙනවාමයි
මායාවක්මයි ආදරේ 
 So true 😁",0,
මුනිවත හොදයි දෙබසේ දුක වැඩි හින්දා https://t.co/sGFwYBzpEp,0,
"ගෙදර ආවම  අපි දකින්න ආසම කෙනා ලග නෑ කියලා දැනෙන්දි ඒ වේදනවා දරාගන්න මාරම අමරුයි... ,කාටවත් දැනෙන් නැති ඒ පාලුව දුක… https://t.co/wpDcJgqKJS",1,
@HasalaNimmana @indika27 එදා අනුරාදපුරේ මිනිස්සු බොහොම දරුණු රජෙක් යටතේ බොහොම දුක සේ ඉදලා තියෙනවා කියලා නැහැ නේද?,0,
@pramodVimukthi1 දුක හිතිලා වගේ 💔,1,
@safaris03 ඒකටනම් දුක හිතුන 🤧🥹,1,
"@chapaerandi අන්තිම කෑල්ලට දුක හිතුණා. 
නුවරඑළිය පැත්තේ කූල් climate එකට වෙලා ජොබ් එකක් කරන එක මට හීනයක්. එහෙම හිට… https://t.co/2ZhByXPaGc",0,
"ඉතින් නුඹ තව දුර ගියෝතින්
මාව අමතක නොවෙන්න..
හිත හැදෙන්නට දුක නිවෙන්නට
මටත් කවියක් ලියන්න🥀..",0,
:-දුක  නිවුවේ  #නිකොටින් ....,0,
@dulakshi_g සාමන්‍යෙන් බූට් එකක් හැපුවාම දුක හිතෙනව කියන්නෙ ප්‍රශ්නයක් . ඒක රහ නැද්ද,0,
@ExcuzeMiii පොන් එකක් කැඩෙන එකයි නැති වෙන එකෙයි දුක මන් දන්නවා මිතුර 😥😥,0,
"දහසක් පැතුමන් හද තුල සිරවී
දෑස කඳුලින් තෙමා
ජීවිත ගමනේ ඇරඹුමක
තනිකර දමා ඇත මා
කවදා දකිනිදු සිහිනය
කිසිවෙකු සරණක් නැ… https://t.co/G48EBZlK9O",1,
"RT @Shashika1917: ඇයි ඉරාජයා කියන ගොං කතා වලට රිප්ලයි කරන් දගලන්නෙ😂
ඒක උගේ මානසික මට්ටමනෙ😂
පෝට්ටුවට වෙච්ච දේ දැකලයි ජවිපෙ රැල්ලයි මිනිස්සු…",0,
දුක නැති කර ගන්න ක්‍රම ‌තියෙනවාද?  | ආදරණීය ජීවිතය | 30 - 03 -2023 || https://t.co/G0jgAULMM4 || #SiyathaTV #Siyatha #SriLanka #lka,0,
@Twinkle28930259 සමහර දේවල් වලට හිත රිදුනම එහෙම කරන්න වෙනවා. කරන්න වෙනවා නෙමෙයි ඉබේම වෙනවා. මොනා කරන්නද .... මානසික… https://t.co/X3KKbrZ4Ps,0,
"@Wind_Desika ""සේපාලී"" මාර ලස්සන සින්දුවක්. හැබැයි මියුසික් වීඩීයෝ එක බලද්දී දුක හිතෙනවා.",0,
@induinduu දුක කියන එක හොඳයි. එතකොට ඒක තුනී වෙලා යනවා,0,
@Pramod__rr ඔව් අනේ😒දැන් තමා දුක දෙන්න බැරි උනාට😑,0,
"රේඩියෝ එකේ කවුද පොරක් න්‍යෂ්ටික බලාගාර ප්‍රොමෝට් කරනවා...
""න්‍යෂ්ටිය තදින්ම බැඳිලා තියෙද්දි ඒක බින්දම ඇතිවන තාපය හ… https://t.co/zmn0NDve2T",0,
"අඹපු රූපෙට දැනේද අම්මගෙ
හිතේ දුක 
දුකට හේතුව අප ඉපදුන එක නේද",0,
@unknown_lankan දුක තුනී කරගන්නවා ඇති 😃,1,
"ඇයි ඉරාජයා කියන ගොං කතා වලට රිප්ලයි කරන් දගලන්නෙ😂
ඒක උගේ මානසික මට්ටමනෙ😂
පෝට්ටුවට වෙච්ච දේ දැකලයි ජවිපෙ රැල්ලයි මි… https://t.co/xZ1CQ1xzOx",0,
"@Iam_DiNu__ මට කියන්න 
හැම දෙයක්ම
හිතේ තියෙනා..
දුක නිවෙන්න..
හදවතේ..ගැස්ම
රැදෙනා තැනක..
මං ආසයි..
අහං ඉන්න..",0,
රාජ්‍ය ආයතන පෞද්ගලිකරනය හොඳයි. හරියට නොකරන එකයි දුක.,0,
@0_dhanushka දුක තමා පුතී,0,
RT @GayumiKW: දුක හිතිලා වහ ටිකක් බොන්න ගියත් L කැන්ටිමේ කෝප්ප නෑ.🚶‍♀️,0,
හැමෝම මගේ ලැප්ටොප් එකට බැන්නා..මම බෙල්ල කඩා ගත්තේ එයා නිසා කියලා..එයාට ඒ දුක දරා ගන්න බැරි වෙන්න ඇති ඒකයි එය අවුරු… https://t.co/vM0VvsWg9E,0,
දුක හිතිලා වහ ටිකක් බොන්න ගියත් L කැන්ටිමේ කෝප්ප නෑ.🚶‍♀️,0,
@Asanka_u_perera එහෙනම් වහාම දුක පැත්තකින් තියලා ඩිජිටල් තිර සදහාම තියෙන කන්නාඩි කුට්ටමක් ගන්න. නැත්නම් ඇස් සවුත්තු වෙයි. 😇,0,
දුක යනු මේ රස්නෙ කාලේ ෆීල්ඩ් වැටීමයි...🤕🥲,0,
@IGI3249 දුක 😂,0,
සදුන් අයියා පච වේගෙන එනකොට දුක අහන අයියා spiritual විදියට උඩ දාලා දෙන්න හදන්නේ.,0,
@SumanaAbeyseke1 @KMeeeaaow @DPMJayawardhan1 @SriNewspaper @Econ_Col @RenukaJRA @JustinRenuka @JKalugamage… https://t.co/f7XimUQH3J,0,
සජිත් අනුර දෙගොල්ලටම ජනතාව විඳින දුක පෙනෙන්නෙ නැහැ.. දැනෙන්නෙ  නැහැ.. ඒ නිසයි සමුළුවට නොගොස් එලියෙ ඉඳන් රනිල්ට දොස්… https://t.co/BDBsLS1Eg4,0,
"@AyNaGsEuL101 Real දුක,ඒක,නම්,🥲",1,
"දුක පැවසූයෙමි අසනා කෙනෙක් නැති - පාලු නැසූයෙමි තනියට කෙනෙක් නැති 
දැවුනේ දැවුනේ පිරිසිදු සිතකින් - එකම ලඳක් වෙත පෙම් කල උමතුවෙනි... 😌",1,
"සමහර වෙලාවට මට මන් ගැනම හේතුවක් නැතුව දුක හිතෙනවා.
 ඊටපස්සෙ දුක හිතුනට හේතුවක් හිතනවා.
හේතුවක් හිතද්දී තියෙන හේතු… https://t.co/OrHKkaJTYD",1,
"@iampiyumi_ 🥲 සංකීර්ණ ත් නෑ ඉතිං
හිතෙ තියෙන අමාරුව යන්න එක්කො ලියන්න ඕන නැත්තං කාටහරි කියන්න ඕන.
කවුරු හරි දුක කිය… https://t.co/6dJ8ajCWai",0,
"හිතවත් කමක් නිසා මට සත්තකින් එදා
ලැබුනේ නැතිනම් හිත ඔබේ
සතුටින් මං සදා තනියෙන්ම ඉන්නවා
දුක නෑ එහෙනම් හදවතේ
හිතක්… https://t.co/nxgxqWY8Gy",0,
කලින් කෙල්ල ගැන දුක කිය කියා යන්නෙ නැති කොල්ලො 😑 https://t.co/Rz9ep15gEM,0,
@KosPolos දුක අහන සුරාජ්,0,
ගෑල්ලමයින්ගේ දුක අහන්නේ නැති කොල්ලො 😌👍 https://t.co/AMhyfGolcj,0,
"@DiyaniTweets බුදු අම්මේ මන් නම් අස්සන් කරන්නෙ එයත් මගේ ඇප්පෙක් වෙලා මාත් ඒ ණය ගන්නවනම් විතරයි  😒.
උදේහවා දකිනව දුක… https://t.co/w81RB82ALq",0,
@IsharaTharuni දුක තමයි😫,0,
"මිනිස්සු #හිනා වෙන්නේ ...
කියනවා #නම් කවුරු හරි ,
         නෑ #මිත්‍රයා,
සමහර මිනිස්සු #පපුව… https://t.co/fdldI2z0nK",0,
"ඉන්දියන් අය හිත රිදුනම,දුක හිතුනම,කෞරු හරි නපුරු වුනාම සිරාවටම වීදුරු කටු උඩින් ඇවිදන් යනවද දන්නෑ නේ.අර කතා වල තියෙනව වගේ🌚",0,
"""ගොලු වෙලා වගේ පැත්තකට වෙලා ඉන්නෙ 
ලොකු කමකට නෙවෙයි බන් හිතේ තියෙන 
 දුක වැඩි කමට....!""
                            🙂❤️‍🩹",0,
"කොවු­ලෙක් මොටද
මට මිහි­රිම ගී ගයනා
උල­ලේ­නෙක් වෙයන්
ඉඳ­හිට දුක අහන...
රුව­ලක් මොටද
සුළ­ඟක් එන­තුරු සිටිනා
හබ­ලක්… https://t.co/7TSYYT8eRm",0,
දුක වැඩිම වෙලා 😂 https://t.co/Sam5C40iFC,0,
"RT @yunesh_k: එකට බීගෙන
හෙළුවෙන් නටාගෙන
සංවර කමක් නෑ,
එකිනෙකාට ගරු කිරීමක් නෑ
ඒම උනාම අංතිමට ඕං ප්‍රථිපල 😪🇱🇰
කාටද ඉතිං සතුටු😍
තනිකඩ අපි…",0,
"එකට බීගෙන
හෙළුවෙන් නටාගෙන
සංවර කමක් නෑ,
එකිනෙකාට ගරු කිරීමක් නෑ
ඒම උනාම අංතිමට ඕං ප්‍රථිපල 😪🇱🇰
කාටද ඉතිං සතුටු😍… https://t.co/iZ2rqrnCh6",0,
මිනිසත් භවක් ලබන්න පිං කරලා තියෙන්න ඕනේ ඇත්ත... යලි යලිත් ඉපදීම තමයි දුක... මොකද ඊළඟ ආත්මෙ මොකෙක් වෙලා ඉපදිලා දුක්… https://t.co/WYWn51aTNk,0,
"මට දුක හිතෙන්නෙ ඌ ගැන තමා//😢😭
.
.
.
.
😂🤣🤣",0,
"See More&gt;&gt;&gt;&gt;&gt; https://t.co/BOB6iVYRq4
“එයා කවදහරි ඇහුවොත් අම්මෙ ඇයි ඔයා අර වගෙ 
ෆිල්ම් වල රඟපෑවේ කියලා, දුක හිතෙයි.… https://t.co/PvhOUwz0P2",0,
@Ru173418052 දුක හිතුන වෙලාවක... මේ දුක පෙන්නන ජායාරූපයක් 😏,0,
@KaviSenu දුක තමා පැය 15 ක ෆල්‍යිට් එකක්,0,
@aashinionline මමනේ දන්නේ මං විඳපු දුක 😪,1,
@JayaniFdo දුක හිතුනා හිත බිදුනා..😪😪😪,1,
https://t.co/V9NoPDvz7H https://t.co/Ou0YCOu5yn,0,
"RT @iampiyumi_: සැමදා දුක සැමදා සැප නොමැති ලෝකයේ..
ඇඳට පැනලා දොයියා ගමු එයයි ජීවිතේ..🤪 https://t.co/hqpNKZ7aYY",1,
"රටේ නැති බොරු මමත් කිව්වා
බේර ගන්නට නුඹ අරන්
ආයෙ ඇවිදින් අක්කෙ කියපන්
අනේ මල්ලියෙ මං බදන්..😢
මල්ලි කිව්වට විටෙක නු… https://t.co/os2JpWxJwm",0,
"ණය සහ දුක ගැන සමන්ත විද්‍යාරත්න සහෝදරය කියයි.
""කුහකකම නෙමෙයි, අවුරුදු 75ක් ගත්ත ණය තමයි රට වැටෙන්න හේතු වුණේ...""… https://t.co/3vDGSxgGRe",0,
"RT @HansamaliSasini: 4න් එකේ තිබුන contact ඔක්කොමයි, පරන photos ටිකයි, අනුන්ගෙ ඕප දූප massage ටිකයි සේරම නැති උන දුක අහිංසකව විදින මම 😏
දැ…",1,
@AkilaSilva8 අ‍ැත්තම කතාව ඕක උලුප්පා දක්වලා තමන්ගෙ ගොඩ වැඩි කරගන්න කැමති අය හරියට ඉන්නවා. දුක විකුණන් කන මාධ්‍යවලි… https://t.co/Bx0tD0iRX6,0,
@this_chootii දුක හිතුනා 🥺,0,
@tikirimaarie දුක නෑනේ 😒,0,
@Shehela1 දුක හිතුනා නං ලයික් එකක් දාලා සබ්ස්ක්‍රරයිබ් කරන්න 🥹,0,
@fernandoharin අනේ බන් උඹ දන්න economics රෙද්ද තමයි best performing currency. Open market එකක් නැතිව බොරුවට මිනිස්… https://t.co/QkQWvsjxwG,0,
"නිල් පාටින් හැඩ මේ අහස
ආදරේ දුක වින්දා ද 🎵 https://t.co/5YYyQTtWJo",0,
"See More&gt;&gt;&gt;&gt;&gt; https://t.co/gOaLZzmig0
සිනමාවේ සිය මිත්‍රයා වූ අජිත් කුමාර් සමඟ 
දුක බෙදාගන්නට ආව තලපති විජේයි, ඉන්… https://t.co/bXE5JZYMHo",0,
"""හායි මල්ලී මම ඔලිවර්""...
සුද්දා සිංහලෙන් කී දුක... https://t.co/mXGhTK35gA",0,
"සැමදා දුක සැමදා සැප නොමැති ලෝකයේ..
ඇඳට පැනලා දොයියා ගමු එයයි ජීවිතේ..🤪 https://t.co/hqpNKZ7aYY",1,
"@GimZara නිවැරැදියි.
භාෂාව , ජාතියක් තියෙන මිනිසුන් අපි.
එයයි දුක.",0,
"@SanjeewaKUK22 මා නොදනි මිතුර ,ඔබෙ සැප දුක කෙසේද",0,
@techn0ses ස්තුතියි සගෝ. තව එකෙක්ගෙ දුක දන්නෙ ඒ වගේම එකෙක්නෙ 🥲,0,
"එයැයිගේ පොටෝ දකිද්දි හිත රිදෙනවා අප්පා ......... 😪😪😪
හවසට දුල්ටයි ගෙම්බිස්ටයි කෝල් එකක් අරන් අඬන්න ඕනේ දුක තුනීවෙලා යන්න ...... 🥲🥲🥲",1,
"4න් එකේ තිබුන contact ඔක්කොමයි, පරන photos ටිකයි, අනුන්ගෙ ඕප දූප massage ටිකයි සේරම නැති උන දුක අහිංසකව විදින මම 😏… https://t.co/XmkEh6ZYRp",0,
"""සුදේව, සනත්ට පුත්තලම් බූරුවා කියලා; පියමිට දුක හිතිලා පොස්ට් දලා
https://t.co/R68eHrgcPu
කොච්චර සතුටින් හිටියත් දුක හිතෙන මගුල් දාන්න හිතෙන්නෙ...ඇයි,0
@techn0ses දුක තමා 🥲,0
දුක නැති කිරීමේ මාර්ගය https://t.co/HZ8xqRbgXQ https://t.co/nVJDmeCB0e,0
""@IRUDK0 මුනිවත හොදයි ",0,
"ලස්සනයි අදහස්.""",0,
@Sulaksh7 ඉම්හි ඉම්හි ඇයි ඔයා මාව බ්ලොක් කරේ දුක නැද්ද ☹️,1,
@Pink_princesss7 @CharukaLive සිරාවට 🥲🥲🥲 මට දුක හිතුන අප්ප,0,
