text,class,
"හද දැවුනා කඳුලේ ගිලුණා..
.
.
.
.
.
.
.
.
.
රාජපුර පංචබල අමෘත පානය බිව්වා නම් කඳුළු එන්නෙත් නෑ 😂",Neutral,
"@aashinionline මේ පොඩි රස්නිය දරාගන්න අපිට බැරි හැටි, අරාබිකරයේ එළියෙ වැඩ කරන අපේ සහෝදර වරු කොච්චර දුක් විඳිනවා ඇතිද නේද?",Neutral,
"RT @bakeermarkar: මේ රටේ අති බහුතරය ජනතාව වීදි බැහැල හඬනැගුවෙ තමන් මුහුණ දීලා ඉන්න දුක, වේදනාව ගැන පමණක් ම නොවේ. ඔවුන් මේ පවතින සාම්ප්‍රදා…",Neutral,
"@iamgayash හොඳ අත්තක් හම්බවෙනකං දුක අහන්න, හොරි කසන්න , ගිනි පිඹින්න.",Neutral,
"වෙන අයට ලංවීම මට දරාගන්න බැරිවුණා! උස තරුණයෙක් ලැබෙනතුරු බලා සිටින ශෙහානි - Cafe R with DEARO
Watch Now:… https://t.co/ZPu8coPeBu",Neutral,
"@ManikkageYasuni මගෙත් කට හොඳ නැහැ නේ යසුනි. මැරෙන්න වෙන්නෙ තව පොඩ්ඩෙන්.
මගෙත් මොකක් හරි ඇලජි සීන් එකක් තියේ. අපේ… https://t.co/v9YKkvA398",Neutral,
"බුදුහාමුදුරුවො වැඩියා වාගෙයි
පින්බර සුවාමිනේ
දුක හිතිලද හිරගෙදරට වැඩියේ මාගේ මරණ දිනේ
මගෙ අම්මාවත් දොර‍ටුව අද්දර
හි… https://t.co/zAMBxP1HUK",Neutral,
"@KOTTANOFFICIAL මට මේ ලඟදි ටුක් ටුක් එකක බුවෙක් කියනවා, අකුණක් හරි ගහලා මැරුනොත් ගැම්මෙන් මැරෙන්න ඕනේ එකට සිගරට් එක… https://t.co/UxBKeM7M7z",Neutral,
"මෙහෙමයි ඉතින්...
මනුස්සයෙක් දෙයක් කියවලා , හොයලා බලලා දැනගන්න , 
ඒ මනුස්සයා professor කෙනෙක් වෙන්නම ඕනි කියලා මතයක්… https://t.co/JjdIaydoYg",Neutral,
@shanki_thewitch දුක තමයි රංජනී 🥲,Neutral,
"කනට තෝඩු පළඳවනා
කන්පෙති කටුවෙන් විදිනා
දවසක් එන බව හැඟුණා
තාත්තාට දුක හිතුණා ❤️",Neutral,
@aashinionline එපා එක්කෝ දුක හිතෙයි ඔයාට 🌝,Neutral,
@aashinionline ආ ඇත්තෙයි අපි.නැතුව දුක හිතෙයි,Neutral,
@JayaniFdo දුක නැද්ද ඔයාට 🥺,Neutral,
"RT @induinduu: ඇයි බලන් ඔය දෙනෙත
තවකෙකු පිහදානකන් උඹෙ කඳුළු... 
අදවත් හිත හදන් 
නැගිටින්න තනිවම උඹෙ හෙටට... 🤍",Neutral,
"RT @singleromeoo: තනිකඩව මැරෙන්න, නමුත් කවදාවත් කිසිවෙකුගෙන් ආදරය කරන්නැයි ඉල්ලන්න එපා ..! 🌻💫 https://t.co/FNetWMTbhp",Neutral,
@Pushpitha92Diss රියල් දුක 🥲🥲,Neutral,
"""හෝමාගම රෝහලේ රෝගියෙකු දෙවැනි මහලෙන් බිමට පනී
https://t.co/eyI4PIlhh0
@PichchaMala ජිවිතේ ලස්සන ද කියලා අහනවට වඩා ජිවිතේ සැප සනීප දුක ගැන අහන්න නම් කියන්න පුළුවන් 🙂,
""දරාගැනීමේ සීමාව පැන්නම සමහර මිනිස්සු",Neutral,
"RT @tharinduij: මිලියන විසි ගණනක කඳුළු 
https://t.co/5jxK0LaJew",Neutral,
"RT @tharinduij: මිලියන විසි ගණනක කඳුළු 
https://t.co/5jxK0LaboY",Neutral,
"RT @adaderanasin: රෝහල් ගොඩනැගිල්ලෙන් රෝගියෙක් බිමට පනී
හෝමාගම මූලික රෝහලේ ගොඩනැගිල්ලකින් පැන රෝගියෙකු සියදිවි හානිකරගෙන තිබේ.
වැඩි විස්ත…",Neutral,
"RT @tharinduij: පොලිසිය හංගන්න හැදූ කඳුළු ගෑස් සාක්කි එළියට ; විශ්ව විද්‍යාල ආරක්ෂකයාගේ බිරිඳ, දුව සාක්කි දෙයි ; උසාවියේ සිටි සරසවි සිසුවිය…",Neutral,
"රෝහල් ගොඩනැගිල්ලෙන් රෝගියෙක් බිමට පනී
හෝමාගම මූලික රෝහලේ ගොඩනැගිල්ලකින් පැන රෝගියෙකු සියදිවි හානිකරගෙන තිබේ.
වැඩි… https://t.co/bOqbEZpWPj",Neutral,
"මිෂන් ""අම්මගේ උපන්දිනේ"" සක්සෙස්ෆුලි කම්ප්ලීටඩ් විත් පවුලේ අය ඇන්ඩ් ෆයිව් අදර් චූටී චූටී කඳුළු බිංදු 🥰✅
සාදරයෙන් එ… https://t.co/5gxeb9ZCrb",Neutral,
"While on the bus 
පැන සීමාවන් රස බලද්දී ආදරේ
පැන යනවාමයි මිරිඟුව ඔබටත් රහසේ
ඔබ කී ලෙසටම ආයේ
දුක නම් ළංවෙනවාමයි
මායාවක්මයි ආදරේ 
 So true 😁",Neutral,
"4/6
දැන්වත් උඹලත් ඔය කරේ තියාගෙන යන පටු බෙදීම් බිමින් තියලා, ඊටත් වඩා වැදගත්, හැමට පොදු, හැමට යහපතක් වෙන දෙයක් කරට… https://t.co/13wJQhIrPu",Neutral,
මුනිවත හොදයි දෙබසේ දුක වැඩි හින්දා https://t.co/sGFwYBzpEp,Neutral,
"සංස්ථාවට.
භූමිතෙල් සහනාධාරේ විතරක් 2018 බිලියන 7යි. කෝටී 700ක්. කෝටි 700ක් දැන් සංස්ථාවට පාඩුයි. එහෙම සහනයක් දෙන්න… https://t.co/gPB1uiZqnv",Neutral,
කඳුළු ගෑස් කාලා වසරක https://t.co/T91o1VPENF,Neutral,
"ගෙදර ආවම  අපි දකින්න ආසම කෙනා ලග නෑ කියලා දැනෙන්දි ඒ වේදනවා දරාගන්න මාරම අමරුයි... ,කාටවත් දැනෙන් නැති ඒ පාලුව දුක… https://t.co/wpDcJgqKJS",Neutral,
"ලොකු බඩගින්නක් තියෙනවා. උදේ හැමෝම කියද්දි මං කාලා ආවේ නෑ, දුක mood එකක් පෙන්නුව මිස ගෙදර අයට! 🥹",Neutral,
@HasalaNimmana @indika27 එදා අනුරාදපුරේ මිනිස්සු බොහොම දරුණු රජෙක් යටතේ බොහොම දුක සේ ඉදලා තියෙනවා කියලා නැහැ නේද?,Neutral,
RT @UNPunOfficial: අරගල කාලේ IMF යන්න කියලා මැරෙන්න හදපු අරගලකාරයෝ ටික තව පොඩ්ඩෙන් ගෝඨා පන්නලා බලය දෙන්න හිටියේ මුං වගේ එවුන්ට නේද?😆 https:…,Neutral,
@pramodVimukthi1 දුක හිතිලා වගේ 💔,Neutral,
@safaris03 ඒකටනම් දුක හිතුන 🤧🥹,Neutral,
"අපහාස වලින් ඉගෙන ගත්තා දරාගන්න විදිහ..
බැනුම් වලින් ඉගෙන ගත්තා හිනා වෙන විදිහ...
රිද්දන අයගෙන් ඉගෙන ගත්තා නිහඬව ඉන්… https://t.co/9vnK3NKLcx",Neutral,
"@chapaerandi අන්තිම කෑල්ලට දුක හිතුණා. 
නුවරඑළිය පැත්තේ කූල් climate එකට වෙලා ජොබ් එකක් කරන එක මට හීනයක්. එහෙම හිට… https://t.co/2ZhByXPaGc",Neutral,
"ඉතින් නුඹ තව දුර ගියෝතින්
මාව අමතක නොවෙන්න..
හිත හැදෙන්නට දුක නිවෙන්නට
මටත් කවියක් ලියන්න🥀..",Neutral,
අරගල කාලේ IMF යන්න කියලා මැරෙන්න හදපු අරගලකාරයෝ ටික තව පොඩ්ඩෙන් ගෝඨා පන්නලා බලය දෙන්න හිටියේ මුං වගේ එවුන්ට නේද?😆 https://t.co/n0H3JXJkw7,Neutral,
"RT @singleromeoo: තනිකඩව මැරෙන්න, නමුත් කවදාවත් කිසිවෙකුගෙන් ආදරය කරන්නැයි ඉල්ලන්න එපා ..! 🌻💫 https://t.co/FNetWMTbhp",Neutral,
"ප්‍රාථමික අංශය කියන්නෙම අනාගත පුරවැසියාගේ පදනම . ලමයට දරාගන්න බැරි , ටීචර් ට පිස්සු හැදෙන විකෘති මිනිස්සු බිහි වෙමි… https://t.co/fJlVTvPuRf",Neutral,
:-දුක  නිවුවේ  #නිකොටින් ....,Neutral,
"RT @induinduu: ඇයි බලන් ඔය දෙනෙත
තවකෙකු පිහදානකන් උඹෙ කඳුළු... 
අදවත් හිත හදන් 
නැගිටින්න තනිවම උඹෙ හෙටට... 🤍",Neutral,
"ඇයි බලන් ඔය දෙනෙත
තවකෙකු පිහදානකන් උඹෙ කඳුළු... 
අදවත් හිත හදන් 
නැගිටින්න තනිවම උඹෙ හෙටට... 🤍",Neutral,
ඇමෙරිකාවටත් කඳුළු ගෑස් හා රබර් බුලට් ප්‍රහාර https://t.co/GDls6NpwAr #LEN,Neutral,
@dulakshi_g සාමන්‍යෙන් බූට් එකක් හැපුවාම දුක හිතෙනව කියන්නෙ ප්‍රශ්නයක් . ඒක රහ නැද්ද,Neutral,
"RT @singleromeoo: ඉඩෝරෙට'
මුහුණ දීලා කේඩෑරි ගැහුන රූස්සගස් පවා
දරාගන්න බැරිම තැන්වල මහපොලවට 
කඩන් වැටෙන්න බලනවා
එහෙම වෙලාවට පුංචිම පුංචි…",Neutral,
"RT @singleromeoo: ඉඩෝරෙට'
මුහුණ දීලා කේඩෑරි ගැහුන රූස්සගස් පවා
දරාගන්න බැරිම තැන්වල මහපොලවට 
කඩන් වැටෙන්න බලනවා
එහෙම වෙලාවට පුංචිම පුංචි…",Neutral,
"ඉඩෝරෙට'
මුහුණ දීලා කේඩෑරි ගැහුන රූස්සගස් පවා
දරාගන්න බැරිම තැන්වල මහපොලවට 
කඩන් වැටෙන්න බලනවා
එහෙම වෙලාවට පුංචිම… https://t.co/JURcDq3kYt",Neutral,
@ExcuzeMiii පොන් එකක් කැඩෙන එකයි නැති වෙන එකෙයි දුක මන් දන්නවා මිතුර 😥😥,Neutral,
"RT @pramodVimukthi1: මැරෙන්න කලින් මිනිස්සු අගයන්න,සලකන්න.
මැරුනු පසු වලදමන්න😌",Neutral,
"මැරෙන්න කලින් මිනිස්සු අගයන්න,සලකන්න.
මැරුනු පසු වලදමන්න😌",Neutral,
ඔබ ඔබවම විඳ දරාගන්න!,Neutral,
"RT @induinduu: .
                මට මම ගැනම දුකයි... 
                  කාටවත්ම නොකියා,
     මෙච්ච්ර දේවල් විඳ දරාගන්න ඕනෙද...…",Neutral,
"RT @induinduu: .
                මට මම ගැනම දුකයි... 
                  කාටවත්ම නොකියා,
     මෙච්ච්ර දේවල් විඳ දරාගන්න ඕනෙද...…",Neutral,
RT @HeshanMayantha: 🥲බඩගින්නෙ මැරෙන්න වෙන්නෙ 🙂,Neutral,
"තනිකඩව මැරෙන්න, නමුත් කවදාවත් කිසිවෙකුගෙන් ආදරය කරන්නැයි ඉල්ලන්න එපා ..! 🌻💫 https://t.co/FNetWMTbhp",Neutral,
🥲බඩගින්නෙ මැරෙන්න වෙන්නෙ 🙂 https://t.co/exNohOhsJS,Neutral,
"RT @induinduu: .
                මට මම ගැනම දුකයි... 
                  කාටවත්ම නොකියා,
     මෙච්ච්ර දේවල් විඳ දරාගන්න ඕනෙද...…",Neutral,
"දහසක් පැතුමන් හද තුල සිරවී
දෑස කඳුලින් තෙමා
ජීවිත ගමනේ ඇරඹුමක
තනිකර දමා ඇත මා
කවදා දකිනිදු සිහිනය
කිසිවෙකු සරණක් නැ… https://t.co/G48EBZlK9O",Neutral,
@induinduu මට පේන විදියට ඔයාට depression වගේ. අදම ගිහින් ඩොකෙක් හම්බ වෙන්න.,Neutral,
"RT @Shashika1917: ඇයි ඉරාජයා කියන ගොං කතා වලට රිප්ලයි කරන් දගලන්නෙ😂
ඒක උගේ මානසික මට්ටමනෙ😂
පෝට්ටුවට වෙච්ච දේ දැකලයි ජවිපෙ රැල්ලයි මිනිස්සු…",Neutral,
@shanki_thewitch දරාගන්න අමාරුයි සමහරවෙලාවට,Neutral,
"RT @induinduu: කොච්චර එපා කිව්වත්
අපි අපේ ජීවිතේට විශේෂ මිනිස්සු එක්ක
හීන හදාගන්නවා..
ඒවා වෙනුවෙන් මහන්සි වෙනවා...
හීනේ නැති උනාම විඳ දරාග…",Neutral,
"RT @induinduu: .
                මට මම ගැනම දුකයි... 
                  කාටවත්ම නොකියා,
     මෙච්ච්ර දේවල් විඳ දරාගන්න ඕනෙද...…",Neutral,
"RT @induinduu: .
                මට මම ගැනම දුකයි... 
                  කාටවත්ම නොකියා,
     මෙච්ච්ර දේවල් විඳ දරාගන්න ඕනෙද...…",Neutral,
"RT @induinduu: කොච්චර එපා කිව්වත්
අපි අපේ ජීවිතේට විශේෂ මිනිස්සු එක්ක
හීන හදාගන්නවා..
ඒවා වෙනුවෙන් මහන්සි වෙනවා...
හීනේ නැති උනාම විඳ දරාග…",Neutral,
RT @induinduu: ඔබ ඔබවම විඳ දරාගන්න... 🖤,Neutral,
"RT @induinduu: කොච්චර එපා කිව්වත්
අපි අපේ ජීවිතේට විශේෂ මිනිස්සු එක්ක
හීන හදාගන්නවා..
ඒවා වෙනුවෙන් මහන්සි වෙනවා...
හීනේ නැති උනාම විඳ දරාග…",Neutral,
"කවදාවත් නුඹ නාවත්
තරහා නෑ හිතුනේ
එකපාරක් දුටුවා නම්
කඳුළු නෑ දෙනෙතේ.... https://t.co/uFnyBTMUQY",Neutral,
@Twinkle28930259 සමහර දේවල් වලට හිත රිදුනම එහෙම කරන්න වෙනවා. කරන්න වෙනවා නෙමෙයි ඉබේම වෙනවා. මොනා කරන්නද .... මානසික… https://t.co/X3KKbrZ4Ps,Neutral,
RT @induinduu: ඔබ ඔබවම විඳ දරාගන්න... 🖤,Neutral,
RT @induinduu: ඔබ ඔබවම විඳ දරාගන්න... 🖤,Neutral,
"RT @induinduu: කොච්චර එපා කිව්වත්
අපි අපේ ජීවිතේට විශේෂ මිනිස්සු එක්ක
හීන හදාගන්නවා..
ඒවා වෙනුවෙන් මහන්සි වෙනවා...
හීනේ නැති උනාම විඳ දරාග…",Neutral,
ඔබ ඔබවම විඳ දරාගන්න... 🖤,Neutral,
"RT @induinduu: කොච්චර එපා කිව්වත්
අපි අපේ ජීවිතේට විශේෂ මිනිස්සු එක්ක
හීන හදාගන්නවා..
ඒවා වෙනුවෙන් මහන්සි වෙනවා...
හීනේ නැති උනාම විඳ දරාග…",Neutral,
"RT @induinduu: කොච්චර එපා කිව්වත්
අපි අපේ ජීවිතේට විශේෂ මිනිස්සු එක්ක
හීන හදාගන්නවා..
ඒවා වෙනුවෙන් මහන්සි වෙනවා...
හීනේ නැති උනාම විඳ දරාග…",Neutral,
"RT @induinduu: කොච්චර එපා කිව්වත්
අපි අපේ ජීවිතේට විශේෂ මිනිස්සු එක්ක
හීන හදාගන්නවා..
ඒවා වෙනුවෙන් මහන්සි වෙනවා...
හීනේ නැති උනාම විඳ දරාග…",Neutral,
"කොච්චර එපා කිව්වත්
අපි අපේ ජීවිතේට විශේෂ මිනිස්සු එක්ක
හීන හදාගන්නවා..
ඒවා වෙනුවෙන් මහන්සි වෙනවා...
හීනේ නැති උනාම… https://t.co/4ws6LWq0uI",Neutral,
"@Wind_Desika ""සේපාලී"" මාර ලස්සන සින්දුවක්. හැබැයි මියුසික් වීඩීයෝ එක බලද්දී දුක හිතෙනවා.",Neutral,
"RT @induinduu: .
                මට මම ගැනම දුකයි... 
                  කාටවත්ම නොකියා,
     මෙච්ච්ර දේවල් විඳ දරාගන්න ඕනෙද...…",Neutral,
@induinduu දුක කියන එක හොඳයි. එතකොට ඒක තුනී වෙලා යනවා,Neutral,
"මිනිස්සු ඕනිවට වඩා ජීවිතේට ලං කරගන්න එපා..
කාගෙවත් ජීවිතේට ඕනිවට වඩා ලංවෙන්නත් එපා...
මොකද එයාලගෙ පුංචි වෙනස් වීමක්… https://t.co/6YPoaOCFbh",Neutral,
"RT @induinduu: .
                මට මම ගැනම දුකයි... 
                  කාටවත්ම නොකියා,
     මෙච්ච්ර දේවල් විඳ දරාගන්න ඕනෙද...…",Neutral,
@Pramod__rr ඔව් අනේ😒දැන් තමා දුක දෙන්න බැරි උනාට😑,Neutral,
"RT @induinduu: .
                මට මම ගැනම දුකයි... 
                  කාටවත්ම නොකියා,
     මෙච්ච්ර දේවල් විඳ දරාගන්න ඕනෙද...…",Neutral,
"රේඩියෝ එකේ කවුද පොරක් න්‍යෂ්ටික බලාගාර ප්‍රොමෝට් කරනවා...
""න්‍යෂ්ටිය තදින්ම බැඳිලා තියෙද්දි ඒක බින්දම ඇතිවන තාපය හ… https://t.co/zmn0NDve2T",Neutral,
@iam_poor9 @SanjeewaKUK22 I did too 🙈මැරෙන්න එනවා හිනාවෙලා 🤣🤣🤣,Neutral,
""" දුශ්කරම කාල පැමිනේවි,
   නමුත් එකිනෙකාව දරාගන්න!""🤍🌻 https://t.co/H5NxBzwTU7",Neutral,
"අඹපු රූපෙට දැනේද අම්මගෙ
හිතේ දුක 
දුකට හේතුව අප ඉපදුන එක නේද",Neutral,
@unknown_lankan දුක තුනී කරගන්නවා ඇති 😃,Neutral,
@thnsameera සීපෙට්කෝ privertize කරන්නෙ නෑ.. පිටරට සමාගම් කීපයකට පෙට්‍රල් ෂෙඩ් අරින්න දෙන්න හදන්නෙ.. මුන් මැරෙන්න හදන්නෙ ඒකට...,Neutral,
@PabaluSilva උණ අඩුයි. හොටු කඳුළු ගලන එක තාම එහෙමමයි. ඒ මදිවට කැස්සත් තියෙනවා.,Neutral,
"ඇයි ඉරාජයා කියන ගොං කතා වලට රිප්ලයි කරන් දගලන්නෙ😂
ඒක උගේ මානසික මට්ටමනෙ😂
පෝට්ටුවට වෙච්ච දේ දැකලයි ජවිපෙ රැල්ලයි මි… https://t.co/xZ1CQ1xzOx",Neutral,
@indika27 අඩුපාඩු හැමෝගෙම තියෙනවා ...ඒත් උන් නිසා තමයි අපි තාමත් පොර ටෝක් දීගෙන ඉන්නෙ....ඒක අමතක කරන්න එපා සහෝදරයා… https://t.co/9beU5XXl9O,Neutral,
@djharristattaya පොඩි කාලේ ඉඳන් ඒ වගේ පරිසරයක හැදුනම ඒකට පුරුදු වෙනවා. හැබැයි ඔලුවේ කැක්කුමක් හැදුන වේලාවට ඒ සද්ද ද… https://t.co/eBDleNIRYv,Neutral,
"@Iam_DiNu__ මට කියන්න 
හැම දෙයක්ම
හිතේ තියෙනා..
දුක නිවෙන්න..
හදවතේ..ගැස්ම
රැදෙනා තැනක..
මං ආසයි..
අහං ඉන්න..",Neutral,
"සහනාධාර සම්පූර්ණයෙන්ම කප්පාදු නොකර සීමා කරන එක ප්‍රායෝගිකව සෑහෙන අමාරු වැඩක්. 
කෘශි නිලධාරිනියට මැරෙන්න සිද්ද වුනෙත් සහනාධාර සිදුවීමක් නිසා.",Neutral,
රාජ්‍ය ආයතන පෞද්ගලිකරනය හොඳයි. හරියට නොකරන එකයි දුක.,Neutral,
"මම හිතනවා ! 
"" මනුස්සයෙක්ට දැනෙන්න ඕන 
තමන් තනි වෙලා කියලා ""
ඒ හැඟීම ඒ මිනිස්සුන්ව 
ඕනම කුණාටුවක් ළඟ දරාගන්න හුරු… https://t.co/9Uo1laXcxN",Neutral,
@pathumjayatissa ඔව් ඉතින් ඇවිදින්නවත් බැරි කරලා ඇඳක එකතැන් කරල ඇල් වතුර ටිකක් පොව පොව මැරෙන්න නොදී තියන් හිටියත් ආ… https://t.co/iykye7r009,Neutral,
@0_dhanushka දුක තමා පුතී,Neutral,
RT @GayumiKW: දුක හිතිලා වහ ටිකක් බොන්න ගියත් L කැන්ටිමේ කෝප්ප නෑ.🚶‍♀️,Neutral,
"අපිටත් එල්ලිලා මැරෙන්න තරම් වේදනාවල් ආවා....
එ උනාට අපි   `` ගංජ´´ 
ටිකක් ගහල හිනා වෙලා
පාඩුවෙ හිටිය මිසක්
දරුනු… https://t.co/XV4qdwGENy",Neutral,
හැමෝම මගේ ලැප්ටොප් එකට බැන්නා..මම බෙල්ල කඩා ගත්තේ එයා නිසා කියලා..එයාට ඒ දුක දරා ගන්න බැරි වෙන්න ඇති ඒකයි එය අවුරු… https://t.co/vM0VvsWg9E,Neutral,
දුක හිතිලා වහ ටිකක් බොන්න ගියත් L කැන්ටිමේ කෝප්ප නෑ.🚶‍♀️,Neutral,
@Asanka_u_perera එහෙනම් වහාම දුක පැත්තකින් තියලා ඩිජිටල් තිර සදහාම තියෙන කන්නාඩි කුට්ටමක් ගන්න. නැත්නම් ඇස් සවුත්තු වෙයි. 😇,Neutral,
දුක යනු මේ රස්නෙ කාලේ ෆීල්ඩ් වැටීමයි...🤕🥲,Neutral,
"රනිල් හැංගෙන තැන් හොයාගන්න කඳුළු ගෑස් බැටන් පොලු වැඩිකර ගන්න - මුදලිගේ ජනපතිට අභියෝගයක්
https://t.co/DHw3W3Kkop… https://t.co/D86fR7posV",Neutral,
@IGI3249 දුක 😂,Neutral,
@indika27 සද්ද කලොත් කම්ප්ලේන්. බිල්ඩින් හදන ඒවත් දවල්ට විතරයි දරාගන්න පුලුවන් ඩෙසිබල් ගාන තියාගෙන පයිල් ගහන ඒවා එහෙම කරන්නෙ.,Neutral,
සදුන් අයියා පච වේගෙන එනකොට දුක අහන අයියා spiritual විදියට උඩ දාලා දෙන්න හදන්නේ.,Neutral,
"- 2023.03.28 -
සියදිවි නසා ගැනීම පිළිබඳව වගකීම් සහිත වාර්තාකරණයක්  
සියදිවි නසා ගැනීම පිළිබඳව වගකීම් සහිත වාර්තාකරණ… https://t.co/TlIiqCuRPn",Neutral,
"සිත දුරක ගියා ආදරේ සොයා
මුතු කඳුළු බිංදුවක් ගලා ගියා
සමු ගැන්ම වේදනාවකී ලොවේ
මේ ඉන්ද්‍රචාපයක්ද ජීවිතේ ...💔",Neutral,
@SumanaAbeyseke1 @KMeeeaaow @DPMJayawardhan1 @SriNewspaper @Econ_Col @RenukaJRA @JustinRenuka @JKalugamage… https://t.co/f7XimUQH3J,Neutral,
සජිත් අනුර දෙගොල්ලටම ජනතාව විඳින දුක පෙනෙන්නෙ නැහැ.. දැනෙන්නෙ  නැහැ.. ඒ නිසයි සමුළුවට නොගොස් එලියෙ ඉඳන් රනිල්ට දොස්… https://t.co/BDBsLS1Eg4,Neutral,
"ඛනිජ තෙල් නීතිගත සංස්ථාවේ උපවාසයක් අද හෙටම පටන් ගන්න නිසා, උන්ව එතනම මැරෙන්න අත අරින්න ඕනි.

උන් මොනව කලත්, ඛනිජ තෙ… https://t.co/c5VN194SP3",Neutral,
"RT @Madhushanika_Ws: මල් කියන්නේම භාෂාවක්🌼💙

ආදරේ කරන කෙනෙක්ට #මලක් තෑගි කරන්න කවදාවත් අමතක කරන්නෙපා
මිනිස්සු මැරෙන්න කලින් එකම එක පාරක් හ…",Neutral,
"RT @Madhushanika_Ws: මල් කියන්නේම භාෂාවක්🌼💙

ආදරේ කරන කෙනෙක්ට #මලක් තෑගි කරන්න කවදාවත් අමතක කරන්නෙපා
මිනිස්සු මැරෙන්න කලින් එකම එක පාරක් හ…",Neutral,
"ඉපදී ලොවේ නවාතැන්පලේ//🎶🎵🔊
මිනිසා රඟයි රංගනේ...
බවයෙන් බවේ විරාමේ අපේ
කාලේ ටිකයි ජීවිතේ...
සිනහ කඳුළු එනවා.. යනවා...… https://t.co/l0gCV1VjmN",Neutral,
"දුක පැවසූයෙමි අසනා කෙනෙක් නැති - පාලු නැසූයෙමි තනියට කෙනෙක් නැති 
දැවුනේ දැවුනේ පිරිසිදු සිතකින් - එකම ලඳක් වෙත පෙම් කල උමතුවෙනි... 😌",Neutral,
වරදක් කරා නම් දඩුවම අනිවාරෙන් ලැබෙනවා.. විදවලා මැරෙන්න හරි  💔,Neutral,
"මැරෙන්න පෙර විශේෂඥ වෛද්‍යවරියක ඇතුළු හයකට ජීවිතය දුන් පින්බර දියණිය…
Read More- https://t.co/HaGli1QD6e
News And Ar… https://t.co/RHalVJWevN",Neutral,
@shanki_thewitch ඒ උනාට මැරෙන්න එපා 🥲,Neutral,
"මට කියන්න හැමදෙයක්ම...
හිතේ තියෙනා දුක නිවෙන්න..
හදේ ගැස්ම දැනෙනා තැනක...
මං ආසයි අහන් ඉන්න. #Sajje",Neutral,
@TheToka920 එකපාරටම මයික් එක ගන්න එපා.. පොඩ්ඩක් බිපං. එතකොට දුක වැඩි උනාම අඩන්න උනත් පුලුවන් 😂,Neutral,
"""RT @Pramuditha_M: ඉතින් නුඹ තව දුර ගියෝතින්
මාව අමතක නොවෙන්න​
හිත හැදෙන්නට දුක නිවෙන්නට
මටත් කවියක් ලියන්න​
මිතුරු තෙමෝ දුක සැප දෙකෙහිම සිටිතී... https://t.co/NVkTud9mPD,
""යනව නම් නුඹ ඈත දුරකට",Neutral,
@Mseciice දුක හිතෙන දේවල් මේ රෑට කියනවද?✋,Neutral,
@malsha_induwara දුක තමයි 😂💔,Neutral,
නෑ එක්කෝ කමක් නෑ. මෙහෙමම ඉන්නවා. නැත්නම් එයාලට දුක හිතෙයි 😕💔 https://t.co/XH1ndSRrts,Neutral,
@zcorpion_x දුක තමා Fantasy ලෝකවල් වල දේවල් රියල් ලෝකෙට ඇප්ලයි වෙන්නේ ටික දෙනාටයි බොසා.❤️,Neutral,
"බොරුවට මොකටද දුක හිතිලා
නූපන් හෙට දින ගැන හිතලා..",Neutral,
දරැ දුක.https://t.co/mhsxF9F1i9 https://t.co/6mh26k4hX0,Neutral,
@Dagaya_ @__shaaaanu මගේ දුක මමනේ දන්නේ,Neutral,
"දුක හිතුනම
අම්මලා 
ලූනු පොතු අරිනව 
හැංගිලා ….",Neutral,
@Dagaya_ එයාට දුක ඇති මාව දාලා ගිය එකට. අන්තිම මොහොතේ එයා මගෙන් ටිකක් ගුටි කෑවා. ඒකයි මට වාවන්නේ නැත්තේ 😒😒😒,Neutral,
@JayaniFdo අපි තමයි දන්නෙ අපේ දුක 😂,Neutral,
@aashinionline @NaveeSilva ඇයි දුක,Neutral,
@JayaniFdo @DehanJ_ ඔයා දුක ගනෙපා ජෙනි පැත්තකින් තියන්න,Neutral,
@JayaniFdo @RakzzMaduOnline දැං ඉතින් කරන්න දෙයක් නැ දුක තමයි 😂,Neutral,
දුෂණ වලට මට නඩු දමන්න කියන ඔයා රටක අධිකරණ අමාත්‍යාංශය නීතිපති දෙපාර්තමේන්තුව පොලිසිය අල්ලස් කොමිසම විගණන කොමිසම ට්‍… https://t.co/mAh2kQiGWu,Neutral,
@SNkathriarachch @AshanCx අක්කාගෙ reply එක දකිද්දි මට බැදලා ඉන්න අයියා ගැන දුක හිතුනා අක්කේ...😁😁,Neutral,
"මතකයන් අවුස්සා
යළිත් මළවුන් අතරින් 
අවදිකර පණ දී තුරුලේම
හංගන් ඉද...
දුක දැනුනේම නැතිද
යලිත් මිහිදන් කළ විට",Neutral,
"කෝ යකෝ වලිය 🥴....
ඇයි ඇයි ඇයි කියලවත් තිබ්බානං දුක නෑ බලං හිටියට අපි මෙහෙම.. 🙄
පොලීසියෙන්වත් කුදලංවත් ගියාද දන්නෑ… https://t.co/jmz5HqDDfx",Neutral,
"RT @KOTTANOFFICIAL: රටවල් දාලා දොස්තරලා යනවා. මිනිහා සංචාරක සතෙක්. හැබැයී අපි හයිවේ වෙනුවට, සෞඛ්‍ය සේවයට මුදල් යෙදුවා නම්, පරණ ගාලු පාරේ කත…",Neutral,
I just uploaded “#21 මට දුක නවත්වන්න ඕන” to #Vimeo: https://t.co/S1lbrG6VcW,Neutral,
"""එක තැනක් එනවා ජීවිතේ...
කඳුළු මදියි දුක දියකරන්න.
බර වැඩියි තමන්ගෙම හිත...
උහුළගෙන ඉන්න.",Neutral,
@iam_poor9 දුක තමයි! 🙃🤣,Neutral,
